input,responses,tag
"Share a joke and brighten my day, please!",What's the best time to go to the dentist? Tooth-hurty!,telljokes
"Share a joke and brighten my day, please!",Why don't skeletons fight each other? They don't have the guts!,telljokes
"Share a joke and brighten my day, please!",What did one wall say to the other wall? I'll meet you at the corner!,telljokes
"Share a joke and brighten my day, please!",Why don't eggs tell jokes? Because they might crack up!,telljokes
"Share a joke and brighten my day, please!",Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
"Share a joke and brighten my day, please!",What do you call a bear with no teeth? A gummy bear!,telljokes
"Share a joke and brighten my day, please!",Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
"Share a joke and brighten my day, please!","What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
"Share a joke and brighten my day, please!","What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
"Share a joke and brighten my day, please!",Why don't melons get married? Because they can't elope!,telljokes
"Share a joke and brighten my day, please!",What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
"Share a joke and brighten my day, please!",Why did the bicycle fall over? Because it was two-tired!,telljokes
"Share a joke and brighten my day, please!","What did the left eye say to the right eye? Between you and me, something smells!",telljokes
"Share a joke and brighten my day, please!",How do you organize a space party? You planet!,telljokes
"Share a joke and brighten my day, please!",Why did the tomato turn red? Because it saw the salad dressing!,telljokes
"Share a joke and brighten my day, please!",What do you call fake spaghetti? An impasta!,telljokes
"Share a joke and brighten my day, please!",Why don't skeletons fight each other? They don't have the guts!,telljokes
"Share a joke and brighten my day, please!",Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
"Share a joke and brighten my day, please!",What do you call a bear with no ears? B!,telljokes
"Share a joke and brighten my day, please!",Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
"Share a joke and brighten my day, please!",What do you call a fake noodle? An impasta!,telljokes
"Share a joke and brighten my day, please!",Why don't scientists trust atoms? Because they make up everything!,telljokes
"Share a joke and brighten my day, please!",Why don't skeletons fight each other? They don't have the guts!,telljokes
"Share a joke and brighten my day, please!",What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
"Share a joke and brighten my day, please!",What did the buffalo say to his son when he left for college? Bison!,telljokes
"Share a joke and brighten my day, please!",Why don't eggs tell jokes? Because they might crack up!,telljokes
"Share a joke and brighten my day, please!","What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
"Share a joke and brighten my day, please!",Why don't skeletons fight each other? They don't have the guts!,telljokes
"Share a joke and brighten my day, please!",Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
"Share a joke and brighten my day, please!",What do you call a bear with no teeth? A gummy bear!,telljokes
"Share a joke and brighten my day, please!",Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
"Share a joke and brighten my day, please!","What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
"Share a joke and brighten my day, please!","What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
"Share a joke and brighten my day, please!",Why don't melons get married? Because they can't elope!,telljokes
"Share a joke and brighten my day, please!",What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
"Share a joke and brighten my day, please!",Why did the bicycle fall over? Because it was two-tired!,telljokes
"Share a joke and brighten my day, please!","What did the left eye say to the right eye? Between you and me, something smells!",telljokes
"Share a joke and brighten my day, please!",How do you organize a space party? You planet!,telljokes
I'm open to some humorous anecdotes. Care to share one?,"Why don't scientists trust atoms,Because they make up everything!",telljokes
I'm open to some humorous anecdotes. Care to share one?,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them!,telljokes
I'm open to some humorous anecdotes. Care to share one?,"I used to play piano by ear, but now I use my hands.",telljokes
I'm open to some humorous anecdotes. Care to share one?,What's the best time to go to the dentist? Tooth-hurty!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm open to some humorous anecdotes. Care to share one?,What did one wall say to the other wall? I'll meet you at the corner!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't eggs tell jokes? Because they might crack up!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
I'm open to some humorous anecdotes. Care to share one?,What do you call a bear with no teeth? A gummy bear!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
I'm open to some humorous anecdotes. Care to share one?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
I'm open to some humorous anecdotes. Care to share one?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't melons get married? Because they can't elope!,telljokes
I'm open to some humorous anecdotes. Care to share one?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why did the bicycle fall over? Because it was two-tired!,telljokes
I'm open to some humorous anecdotes. Care to share one?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
I'm open to some humorous anecdotes. Care to share one?,How do you organize a space party? You planet!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why did the tomato turn red? Because it saw the salad dressing!,telljokes
I'm open to some humorous anecdotes. Care to share one?,What do you call fake spaghetti? An impasta!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
I'm open to some humorous anecdotes. Care to share one?,What do you call a bear with no ears? B!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
I'm open to some humorous anecdotes. Care to share one?,What do you call a fake noodle? An impasta!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't scientists trust atoms? Because they make up everything!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm open to some humorous anecdotes. Care to share one?,What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
I'm open to some humorous anecdotes. Care to share one?,What did the buffalo say to his son when he left for college? Bison!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't eggs tell jokes? Because they might crack up!,telljokes
I'm open to some humorous anecdotes. Care to share one?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
I'm open to some humorous anecdotes. Care to share one?,What do you call a bear with no teeth? A gummy bear!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
I'm open to some humorous anecdotes. Care to share one?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
I'm open to some humorous anecdotes. Care to share one?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
I'm open to some humorous anecdotes. Care to share one?,Why don't melons get married? Because they can't elope!,telljokes
I'm open to some humorous anecdotes. Care to share one?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
I'm open to some humorous anecdotes. Care to share one?,Why did the bicycle fall over? Because it was two-tired!,telljokes
I'm open to some humorous anecdotes. Care to share one?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
I'm open to some humorous anecdotes. Care to share one?,How do you organize a space party? You planet!,telljokes
Can you tell me a joke that will crack me up?,"Why don't scientists trust atoms,Because they make up everything!",telljokes
Can you tell me a joke that will crack me up?,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them!,telljokes
Can you tell me a joke that will crack me up?,"I used to play piano by ear, but now I use my hands.",telljokes
Can you tell me a joke that will crack me up?,What's the best time to go to the dentist? Tooth-hurty!,telljokes
Can you tell me a joke that will crack me up?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Can you tell me a joke that will crack me up?,What did one wall say to the other wall? I'll meet you at the corner!,telljokes
Can you tell me a joke that will crack me up?,Why don't eggs tell jokes? Because they might crack up!,telljokes
Can you tell me a joke that will crack me up?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Can you tell me a joke that will crack me up?,What do you call a bear with no teeth? A gummy bear!,telljokes
Can you tell me a joke that will crack me up?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
Can you tell me a joke that will crack me up?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Can you tell me a joke that will crack me up?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
Can you tell me a joke that will crack me up?,Why don't melons get married? Because they can't elope!,telljokes
Can you tell me a joke that will crack me up?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
Can you tell me a joke that will crack me up?,Why did the bicycle fall over? Because it was two-tired!,telljokes
Can you tell me a joke that will crack me up?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
Can you tell me a joke that will crack me up?,How do you organize a space party? You planet!,telljokes
Can you tell me a joke that will crack me up?,Why did the tomato turn red? Because it saw the salad dressing!,telljokes
Can you tell me a joke that will crack me up?,What do you call fake spaghetti? An impasta!,telljokes
Can you tell me a joke that will crack me up?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Can you tell me a joke that will crack me up?,Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
Can you tell me a joke that will crack me up?,What do you call a bear with no ears? B!,telljokes
Can you tell me a joke that will crack me up?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Can you tell me a joke that will crack me up?,What do you call a fake noodle? An impasta!,telljokes
Can you tell me a joke that will crack me up?,Why don't scientists trust atoms? Because they make up everything!,telljokes
Can you tell me a joke that will crack me up?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Can you tell me a joke that will crack me up?,What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
Can you tell me a joke that will crack me up?,What did the buffalo say to his son when he left for college? Bison!,telljokes
Can you tell me a joke that will crack me up?,Why don't eggs tell jokes? Because they might crack up!,telljokes
Can you tell me a joke that will crack me up?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Can you tell me a joke that will crack me up?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Can you tell me a joke that will crack me up?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Can you tell me a joke that will crack me up?,What do you call a bear with no teeth? A gummy bear!,telljokes
Can you tell me a joke that will crack me up?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
Can you tell me a joke that will crack me up?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Can you tell me a joke that will crack me up?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
Can you tell me a joke that will crack me up?,Why don't melons get married? Because they can't elope!,telljokes
Can you tell me a joke that will crack me up?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
Can you tell me a joke that will crack me up?,Why did the bicycle fall over? Because it was two-tired!,telljokes
Can you tell me a joke that will crack me up?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
Can you tell me a joke that will crack me up?,How do you organize a space party? You planet!,telljokes
I'm ready for some comic relief. Hit me with a joke!,"Why don't scientists trust atoms,Because they make up everything!",telljokes
I'm ready for some comic relief. Hit me with a joke!,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them!,telljokes
I'm ready for some comic relief. Hit me with a joke!,"I used to play piano by ear, but now I use my hands.",telljokes
I'm ready for some comic relief. Hit me with a joke!,What's the best time to go to the dentist? Tooth-hurty!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm ready for some comic relief. Hit me with a joke!,What did one wall say to the other wall? I'll meet you at the corner!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't eggs tell jokes? Because they might crack up!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
I'm ready for some comic relief. Hit me with a joke!,What do you call a bear with no teeth? A gummy bear!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
I'm ready for some comic relief. Hit me with a joke!,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
I'm ready for some comic relief. Hit me with a joke!,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't melons get married? Because they can't elope!,telljokes
I'm ready for some comic relief. Hit me with a joke!,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why did the bicycle fall over? Because it was two-tired!,telljokes
I'm ready for some comic relief. Hit me with a joke!,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
I'm ready for some comic relief. Hit me with a joke!,How do you organize a space party? You planet!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why did the tomato turn red? Because it saw the salad dressing!,telljokes
I'm ready for some comic relief. Hit me with a joke!,What do you call fake spaghetti? An impasta!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
I'm ready for some comic relief. Hit me with a joke!,What do you call a bear with no ears? B!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
I'm ready for some comic relief. Hit me with a joke!,What do you call a fake noodle? An impasta!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't scientists trust atoms? Because they make up everything!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm ready for some comic relief. Hit me with a joke!,What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
I'm ready for some comic relief. Hit me with a joke!,What did the buffalo say to his son when he left for college? Bison!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't eggs tell jokes? Because they might crack up!,telljokes
I'm ready for some comic relief. Hit me with a joke!,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
I'm ready for some comic relief. Hit me with a joke!,What do you call a bear with no teeth? A gummy bear!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
I'm ready for some comic relief. Hit me with a joke!,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
I'm ready for some comic relief. Hit me with a joke!,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
I'm ready for some comic relief. Hit me with a joke!,Why don't melons get married? Because they can't elope!,telljokes
I'm ready for some comic relief. Hit me with a joke!,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
I'm ready for some comic relief. Hit me with a joke!,Why did the bicycle fall over? Because it was two-tired!,telljokes
I'm ready for some comic relief. Hit me with a joke!,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
I'm ready for some comic relief. Hit me with a joke!,How do you organize a space party? You planet!,telljokes
Do you know any jokes that will make me giggle?,"Why don't scientists trust atoms,Because they make up everything!",telljokes
Do you know any jokes that will make me giggle?,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them!,telljokes
Do you know any jokes that will make me giggle?,"I used to play piano by ear, but now I use my hands.",telljokes
Do you know any jokes that will make me giggle?,What's the best time to go to the dentist? Tooth-hurty!,telljokes
Do you know any jokes that will make me giggle?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Do you know any jokes that will make me giggle?,What did one wall say to the other wall? I'll meet you at the corner!,telljokes
Do you know any jokes that will make me giggle?,Why don't eggs tell jokes? Because they might crack up!,telljokes
Do you know any jokes that will make me giggle?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Do you know any jokes that will make me giggle?,What do you call a bear with no teeth? A gummy bear!,telljokes
Do you know any jokes that will make me giggle?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
Do you know any jokes that will make me giggle?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Do you know any jokes that will make me giggle?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
Do you know any jokes that will make me giggle?,Why don't melons get married? Because they can't elope!,telljokes
Do you know any jokes that will make me giggle?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
Do you know any jokes that will make me giggle?,Why did the bicycle fall over? Because it was two-tired!,telljokes
Do you know any jokes that will make me giggle?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
Do you know any jokes that will make me giggle?,How do you organize a space party? You planet!,telljokes
Do you know any jokes that will make me giggle?,Why did the tomato turn red? Because it saw the salad dressing!,telljokes
Do you know any jokes that will make me giggle?,What do you call fake spaghetti? An impasta!,telljokes
Do you know any jokes that will make me giggle?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Do you know any jokes that will make me giggle?,Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
Do you know any jokes that will make me giggle?,What do you call a bear with no ears? B!,telljokes
Do you know any jokes that will make me giggle?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Do you know any jokes that will make me giggle?,What do you call a fake noodle? An impasta!,telljokes
Do you know any jokes that will make me giggle?,Why don't scientists trust atoms? Because they make up everything!,telljokes
Do you know any jokes that will make me giggle?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Do you know any jokes that will make me giggle?,What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
Do you know any jokes that will make me giggle?,What did the buffalo say to his son when he left for college? Bison!,telljokes
Do you know any jokes that will make me giggle?,Why don't eggs tell jokes? Because they might crack up!,telljokes
Do you know any jokes that will make me giggle?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Do you know any jokes that will make me giggle?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Do you know any jokes that will make me giggle?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Do you know any jokes that will make me giggle?,What do you call a bear with no teeth? A gummy bear!,telljokes
Do you know any jokes that will make me giggle?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
Do you know any jokes that will make me giggle?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Do you know any jokes that will make me giggle?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
Do you know any jokes that will make me giggle?,Why don't melons get married? Because they can't elope!,telljokes
Do you know any jokes that will make me giggle?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
Do you know any jokes that will make me giggle?,Why did the bicycle fall over? Because it was two-tired!,telljokes
Do you know any jokes that will make me giggle?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
Do you know any jokes that will make me giggle?,How do you organize a space party? You planet!,telljokes
How about lightening the mood with a joke or two?,"Why don't scientists trust atoms,Because they make up everything!",telljokes
How about lightening the mood with a joke or two?,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them!,telljokes
How about lightening the mood with a joke or two?,"I used to play piano by ear, but now I use my hands.",telljokes
How about lightening the mood with a joke or two?,What's the best time to go to the dentist? Tooth-hurty!,telljokes
How about lightening the mood with a joke or two?,Why don't skeletons fight each other? They don't have the guts!,telljokes
How about lightening the mood with a joke or two?,What did one wall say to the other wall? I'll meet you at the corner!,telljokes
How about lightening the mood with a joke or two?,Why don't eggs tell jokes? Because they might crack up!,telljokes
How about lightening the mood with a joke or two?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
How about lightening the mood with a joke or two?,What do you call a bear with no teeth? A gummy bear!,telljokes
How about lightening the mood with a joke or two?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
How about lightening the mood with a joke or two?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
How about lightening the mood with a joke or two?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
How about lightening the mood with a joke or two?,Why don't melons get married? Because they can't elope!,telljokes
How about lightening the mood with a joke or two?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
How about lightening the mood with a joke or two?,Why did the bicycle fall over? Because it was two-tired!,telljokes
How about lightening the mood with a joke or two?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
How about lightening the mood with a joke or two?,How do you organize a space party? You planet!,telljokes
How about lightening the mood with a joke or two?,Why did the tomato turn red? Because it saw the salad dressing!,telljokes
How about lightening the mood with a joke or two?,What do you call fake spaghetti? An impasta!,telljokes
How about lightening the mood with a joke or two?,Why don't skeletons fight each other? They don't have the guts!,telljokes
How about lightening the mood with a joke or two?,Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
How about lightening the mood with a joke or two?,What do you call a bear with no ears? B!,telljokes
How about lightening the mood with a joke or two?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
How about lightening the mood with a joke or two?,What do you call a fake noodle? An impasta!,telljokes
How about lightening the mood with a joke or two?,Why don't scientists trust atoms? Because they make up everything!,telljokes
How about lightening the mood with a joke or two?,Why don't skeletons fight each other? They don't have the guts!,telljokes
How about lightening the mood with a joke or two?,What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
How about lightening the mood with a joke or two?,What did the buffalo say to his son when he left for college? Bison!,telljokes
How about lightening the mood with a joke or two?,Why don't eggs tell jokes? Because they might crack up!,telljokes
How about lightening the mood with a joke or two?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
How about lightening the mood with a joke or two?,Why don't skeletons fight each other? They don't have the guts!,telljokes
How about lightening the mood with a joke or two?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
How about lightening the mood with a joke or two?,What do you call a bear with no teeth? A gummy bear!,telljokes
How about lightening the mood with a joke or two?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
How about lightening the mood with a joke or two?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
How about lightening the mood with a joke or two?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
How about lightening the mood with a joke or two?,Why don't melons get married? Because they can't elope!,telljokes
How about lightening the mood with a joke or two?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
How about lightening the mood with a joke or two?,Why did the bicycle fall over? Because it was two-tired!,telljokes
How about lightening the mood with a joke or two?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
How about lightening the mood with a joke or two?,How do you organize a space party? You planet!,telljokes
Got any rib-ticklers to share?,"Why don't scientists trust atoms,Because they make up everything!",telljokes
Got any rib-ticklers to share?,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them!,telljokes
Got any rib-ticklers to share?,"I used to play piano by ear, but now I use my hands.",telljokes
Got any rib-ticklers to share?,What's the best time to go to the dentist? Tooth-hurty!,telljokes
Got any rib-ticklers to share?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Got any rib-ticklers to share?,What did one wall say to the other wall? I'll meet you at the corner!,telljokes
Got any rib-ticklers to share?,Why don't eggs tell jokes? Because they might crack up!,telljokes
Got any rib-ticklers to share?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Got any rib-ticklers to share?,What do you call a bear with no teeth? A gummy bear!,telljokes
Got any rib-ticklers to share?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
Got any rib-ticklers to share?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Got any rib-ticklers to share?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
Got any rib-ticklers to share?,Why don't melons get married? Because they can't elope!,telljokes
Got any rib-ticklers to share?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
Got any rib-ticklers to share?,Why did the bicycle fall over? Because it was two-tired!,telljokes
Got any rib-ticklers to share?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
Got any rib-ticklers to share?,How do you organize a space party? You planet!,telljokes
Got any rib-ticklers to share?,Why did the tomato turn red? Because it saw the salad dressing!,telljokes
Got any rib-ticklers to share?,What do you call fake spaghetti? An impasta!,telljokes
Got any rib-ticklers to share?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Got any rib-ticklers to share?,Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
Got any rib-ticklers to share?,What do you call a bear with no ears? B!,telljokes
Got any rib-ticklers to share?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Got any rib-ticklers to share?,What do you call a fake noodle? An impasta!,telljokes
Got any rib-ticklers to share?,Why don't scientists trust atoms? Because they make up everything!,telljokes
Got any rib-ticklers to share?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Got any rib-ticklers to share?,What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
Got any rib-ticklers to share?,What did the buffalo say to his son when he left for college? Bison!,telljokes
Got any rib-ticklers to share?,Why don't eggs tell jokes? Because they might crack up!,telljokes
Got any rib-ticklers to share?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Got any rib-ticklers to share?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Got any rib-ticklers to share?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Got any rib-ticklers to share?,What do you call a bear with no teeth? A gummy bear!,telljokes
Got any rib-ticklers to share?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
Got any rib-ticklers to share?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Got any rib-ticklers to share?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
Got any rib-ticklers to share?,Why don't melons get married? Because they can't elope!,telljokes
Got any rib-ticklers to share?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
Got any rib-ticklers to share?,Why did the bicycle fall over? Because it was two-tired!,telljokes
Got any rib-ticklers to share?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
Got any rib-ticklers to share?,How do you organize a space party? You planet!,telljokes
Can you bring some laughter into the room with a joke?,"Why don't scientists trust atoms,Because they make up everything!",telljokes
Can you bring some laughter into the room with a joke?,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them!,telljokes
Can you bring some laughter into the room with a joke?,"I used to play piano by ear, but now I use my hands.",telljokes
Can you bring some laughter into the room with a joke?,What's the best time to go to the dentist? Tooth-hurty!,telljokes
Can you bring some laughter into the room with a joke?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Can you bring some laughter into the room with a joke?,What did one wall say to the other wall? I'll meet you at the corner!,telljokes
Can you bring some laughter into the room with a joke?,Why don't eggs tell jokes? Because they might crack up!,telljokes
Can you bring some laughter into the room with a joke?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Can you bring some laughter into the room with a joke?,What do you call a bear with no teeth? A gummy bear!,telljokes
Can you bring some laughter into the room with a joke?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
Can you bring some laughter into the room with a joke?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Can you bring some laughter into the room with a joke?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
Can you bring some laughter into the room with a joke?,Why don't melons get married? Because they can't elope!,telljokes
Can you bring some laughter into the room with a joke?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
Can you bring some laughter into the room with a joke?,Why did the bicycle fall over? Because it was two-tired!,telljokes
Can you bring some laughter into the room with a joke?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
Can you bring some laughter into the room with a joke?,How do you organize a space party? You planet!,telljokes
Can you bring some laughter into the room with a joke?,Why did the tomato turn red? Because it saw the salad dressing!,telljokes
Can you bring some laughter into the room with a joke?,What do you call fake spaghetti? An impasta!,telljokes
